0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
-24.07601894719079,-11.556567345936578,-1.4085395847506774,1.0137003111406457,1.3174545686048038,3.145236871396257,3.527162203162984,-0.7097662710494035,1.6355189094128022,2.9110768107295293,-4.246636247594594,-0.5245806289620418,1.4099497572381952,11.671525107441006,3.0258730704662398,7.880208164287859,0.825684686794073,6.694978998585626,-9.06584805721863,8.768410944485048,3.813907821412945,-2.7660123738145472,3.50391152710582,1.561713416112834,9.686384611954596,1.6779331497877035,-6.951248198596602,-3.224206730311593,-5.944379504554259,-2.620618474833713,-5.475664390996846,0.33823847411798624,-6.015801576680501,-4.001684750367921,3.1292259620642673,2.559083508972992,-3.1637643120990324,6.219931219268048,1.9447032651577039,-2.3971895886540633,0.8316695792190023,1.641368307978361,4.213187598998619,-3.2969579912562823,-0.47640548359955837,1.2175474065626801,0.10749418864084093,0.7150411450583247,1.1081855032290502,0.8367032688803091,-1.863182435341816,0.5187407840662972,-1.0920945953462873,-0.23701321389636565,-1.8226221153425206,-0.26490285220873133,-3.805529120897191,-2.72948341253745,-0.3126630868929894,-0.5993942184878838,3.3486253695547727,0.5763466733888913,3.097421471721813,1.9421909229556817,-1.885456538275223,1.1071044288365335,1.455598764275833,0.060083108393897966,0.419959344670378,3.2801238971447684,-1.6453191668610263,-0.45846190912562435,0.09554991629505016,-1.6149660373242867,-1.9402467004028483,2.1259314039206636,-2.1996277632293033,-0.6522307254900404,4.4929943985103575,-1.8898459498958387
